target,gen,rank,model,ref_pair,v2_dockq,v2_fnat,v2_irmsd,v2_lrmsd,n_dropped_chain1,n_dropped_chain2,status,tp_dockq,tp_fnat,tp_irmsd,tp_lrmsd
9ynx,boltz2,36,/home/ttuser/abag_xm/tier_a/boltz2/boltz2_results_9ynx/structures/9ynx_model_36.cif,A_E,0.028218707792044356,0.03571428571428571,9.566912355530782,53.1387073819285,0,0,ok,0.02821869818840771,0.03571428571428571,9.566913209392037,53.1387342841668
21du,opendde-abag,5,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_21du/structures/21du_model_5.cif,A_D,0.5636898506470082,0.6944444444444444,2.39966033604153,5.357656645180574,0,0,ok,0.5636886268650347,0.6944444444444444,2.3996603391490536,5.3577049702164725
21tw,opendde-abag,19,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_21tw/structures/21tw_model_19.cif,A_B,0.24174076866902242,0.6885245901639344,20.715988785924413,47.14552112280402,0,0,ok,0.24174077099968228,0.6885245901639344,20.715988394807123,47.14551586873393
21tw,opendde-abag,41,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_21tw/structures/21tw_model_41.cif,A_B,0.2306548615730151,0.6557377049180327,20.808472478122553,47.47727419544246,0,0,ok,0.23065486640113267,0.6557377049180327,20.808468514503488,47.47726431501543
9d3j,opendde-abag,23,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9d3j/structures/9d3j_model_23.cif,A_B,0.27331056890528876,0.4117647058823529,4.987829702068611,12.24343455905643,0,0,ok,0.27331048920585715,0.4117647058823529,4.987830035246026,12.243440945282314
9dsg,opendde-abag,1,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9dsg/structures/9dsg_model_1.cif,A_B,0.011183018579616419,0.0,15.67804649129631,53.65946662963026,0,0,ok,0.01118302153147747,0.0,15.678045806158474,53.65945756249601
9dsg,opendde-abag,7,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9dsg/structures/9dsg_model_7.cif,A_B,0.011412397563578444,0.0,15.560114002030234,53.05013322738445,0,0,ok,0.011412401997929011,0.0,15.560113260735159,53.05011971246077
9dsg,opendde-abag,34,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9dsg/structures/9dsg_model_34.cif,A_B,0.015445922864764408,0.0,12.602267485218134,46.47432155261129,0,0,ok,0.01544591480677924,0.0,12.602267819963032,46.474338944631334
9gvn,opendde-abag,47,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9gvn/structures/9gvn_model_47.cif,A_D,0.6813945723772031,1.0,0.1937601902845041,33.467592309702326,0,0,ok,0.6813945496803754,1.0,0.1937601565010638,33.467613980951974
9i3p,opendde-abag,19,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9i3p/structures/9i3p_model_19.cif,B_C,0.571824185574724,0.9285714285714286,1.4059457955264143,14.545211379948707,0,0,ok,0.5718218535249405,0.9285714285714286,1.4059450132001947,14.545490127712341
9jkr,opendde-abag,35,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9jkr/structures/9jkr_model_35.cif,A_E,0.8994213171818091,0.9361702127659575,0.7603099542664276,1.5825245399221424,0,0,ok,0.8994214624634044,0.9361702127659575,0.760310212262918,1.5825111918945605
9kwy,opendde-abag,28,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9kwy/structures/9kwy_model_28.cif,A_D,0.0038091248085002356,0.0,24.230164099170423,97.0686229177434,0,0,ok,0.0038091257330284145,0.0,24.230165437939508,97.06860239107658
9l9y,opendde-abag,39,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9l9y/structures/9l9y_model_39.cif,C_F,0.16791718171878622,0.2727272727272727,6.588389578161494,18.03574209539346,0,0,ok,0.16791715870992796,0.2727272727272727,6.588389594802513,18.035746266777593
9lp1,opendde-abag,22,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9lp1/structures/9lp1_model_22.cif,A_C,0.9340405168206246,0.9636363636363636,0.6253186902829546,0.992748734083177,0,0,ok,0.9340406072651709,0.9636363636363636,0.6253178264913237,0.992751618469532
9ly6,opendde-abag,18,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9ly6/structures/9ly6_model_18.cif,A_B,0.015441330431696968,0.0,12.69485965101422,46.33657358548636,0,0,ok,0.015441296302247748,0.0,12.694858479684635,46.33665074757713
9m0j,opendde-abag,23,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9m0j/structures/9m0j_model_23.cif,A_D,0.3999366657668883,0.675,3.0312216672707026,12.163698361237882,0,0,ok,0.39993605844652924,0.675,3.0312212413648014,12.163749851034742
9m0j,opendde-abag,42,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9m0j/structures/9m0j_model_42.cif,A_D,0.43170982377157235,0.6,2.896270232223395,8.782978688656016,0,0,ok,0.4317098008050176,0.6,2.896270680701996,8.782978992046917
9m3q,opendde-abag,30,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9m3q/structures/9m3q_model_30.cif,D_E,0.7627734077632251,0.8333333333333334,0.766396359165553,6.073667743683946,0,0,ok,0.7627724977623426,0.8333333333333334,0.7663963274083307,6.0737049800197
9ma0,opendde-abag,26,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9ma0/structures/9ma0_model_26.cif,A_B,0.203078593203785,0.23076923076923078,5.584038954545776,12.646822602394204,0,0,ok,0.20307865850052864,0.23076923076923078,5.584040087568468,12.64681607181233
9mnb,opendde-abag,6,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9mnb/structures/9mnb_model_6.cif,A_B,0.8511396673705082,0.8333333333333334,0.6986205314201649,2.859404598290862,0,0,ok,0.8511402888613188,0.8333333333333334,0.6986208610722868,2.8593732458993286
9mns,opendde-abag,13,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9mns/structures/9mns_model_13.cif,B_E,0.25916502883253456,0.0,2.9110437961331157,7.41757667473589,0,0,ok,0.2591651025845716,0.0,2.911043850494189,7.417573237516709
9msc,opendde-abag,22,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9msc/structures/9msc_model_22.cif,A_E,0.05921957079410841,0.058823529411764705,5.50597570214555,37.15077093951403,0,0,ok,0.059219560162769,0.058823529411764705,5.505976154165756,37.15077932288124
9msc,opendde-abag,27,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9msc/structures/9msc_model_27.cif,A_E,0.07120340957107378,0.058823529411764705,5.408642660189199,28.185308270687795,0,0,ok,0.07120338830166145,0.058823529411764705,5.4086422666887595,28.185321817893037
9mz7,opendde-abag,35,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9mz7/structures/9mz7_model_35.cif,A_C,0.9394995210892105,0.896551724137931,0.3118818106524102,1.6570621538555261,0,0,ok,0.9394989841969416,0.896551724137931,0.31188675674338245,1.6570703929392896
9n0e,opendde-abag,44,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9n0e/structures/9n0e_model_44.cif,D_F,0.8007589064337212,0.851063829787234,1.0844164973840054,2.919720360171795,0,0,ok,0.8007585970763481,0.851063829787234,1.0844167661779083,2.919732984292417
9n1q,opendde-abag,22,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9n1q/structures/9n1q_model_22.cif,A_D,0.7227562730900835,0.7674418604651163,1.4976977778009604,2.8324051287925034,0,0,ok,0.7227555380933132,0.7674418604651163,1.4976979728036628,2.8324388187443295
9nkz,opendde-abag,25,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9nkz/structures/9nkz_model_25.cif,A_C,0.2627496192249043,0.15384615384615385,4.07009493668524,8.251659989246104,0,0,ok,0.26274962612846203,0.15384615384615385,4.070094524137885,8.251659999687487
9nl0,opendde-abag,32,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9nl0/structures/9nl0_model_32.cif,B_C,0.20753125594766175,0.0,4.312712789932633,8.254040123786146,0,0,ok,0.20753124261567413,0.0,4.312712650710414,8.25404088730774
9nw9,opendde-abag,14,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9nw9/structures/9nw9_model_14.cif,A_C,0.033101394582257575,0.0,9.195204474143184,30.204464567222523,0,0,ok,0.033101437888590914,0.0,9.195204209743466,30.204436034973398
9nw9,opendde-abag,30,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9nw9/structures/9nw9_model_30.cif,A_C,0.006678392715476424,0.0,17.55815052526768,74.67814651921165,0,0,ok,0.0066783956527180464,0.0,17.558150114049766,74.67812145681054
9ppy,opendde-abag,13,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9ppy/structures/9ppy_model_13.cif,B_E,0.6323698013605956,1.0,0.5816829330397854,50.23679090244399,0,0,ok,0.6323698420184941,1.0,0.5816829016432368,50.23668905570421
9ppy,opendde-abag,34,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9ppy/structures/9ppy_model_34.cif,B_E,0.6335602737677893,1.0,0.5931904414808088,44.03607096117042,0,0,ok,0.633560276215212,1.0,0.5931908191263894,44.03597161499651
9pso,opendde-abag,35,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9pso/structures/9pso_model_35.cif,A_D,0.6439743402518342,0.84,0.641728282774559,14.855732668641314,0,0,ok,0.643974346441828,0.84,0.6417281858519391,14.855733505478879
9q1l,opendde-abag,12,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9q1l/structures/9q1l_model_12.cif,D_F,0.07856636495575091,0.0,7.469764175970889,17.164421787537172,142,0,ok,0.16764449260634595,0.2857142857142857,9.280217688634359,17.4506582835251
9t3r,opendde-abag,47,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9t3r/structures/9t3r_model_47.cif,A_C,0.005243769070189059,0.0,28.18018154370084,74.33655118796038,0,0,ok,0.005243776000344901,0.0,28.180178580141273,74.3364922590956
9u5p,opendde-abag,14,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9u5p/structures/9u5p_model_14.cif,A_B,0.896192751922006,1.0,0.7782897067988396,2.822459877171527,0,0,ok,0.8961940098545768,1.0,0.7782897553710812,2.8224000077932163
9u5r,opendde-abag,2,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9u5r/structures/9u5r_model_2.cif,A_B,0.9068430299742781,1.0,0.7923659152586785,2.172248045484724,0,0,ok,0.906844476385797,1.0,0.7923656525277948,2.172168283024071
9ugo,opendde-abag,9,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9ugo/structures/9ugo_model_9.cif,A_C,0.10523399328773815,0.14285714285714285,9.848472956531687,20.22032461221801,0,0,ok,0.10523406909589932,0.14285714285714285,9.848472225520277,20.22030685622264
9vmn,opendde-abag,17,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9vmn/structures/9vmn_model_17.cif,A_E,0.5232184792139468,1.0,3.0144740833379458,11.063165606511202,0,0,ok,0.5232177253636482,1.0,3.01447421750511,11.063218868000291
9wb3,opendde-abag,30,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9wb3/structures/9wb3_model_30.cif,A_B,0.9062188764624542,1.0,0.7440565624607826,2.571958827855375,0,0,ok,0.9062185458149062,1.0,0.7440564153647048,2.571976477004376
9yxd,opendde-abag,43,/home/ttuser/abag_xm/tier_a/opendde_abag/opendde_results_9yxd/structures/9yxd_model_43.cif,A_D,0.6597806521182666,0.9310344827586207,1.5807597177831432,7.315102408411994,0,0,ok,0.659780962112813,0.9310344827586207,1.5807596777791346,7.315088682422676
21tw,protenix-v2,13,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_21tw/structures/21tw_model_13.cif,A_B,0.2354252722447505,0.6721311475409836,21.27788971124842,49.01121355720821,0,0,ok,0.23542527271877603,0.6721311475409836,21.27788646796624,49.01121362461532
9dsg,protenix-v2,3,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9dsg/structures/9dsg_model_3.cif,A_B,0.206562358404342,0.3902439024390244,2.900717564989743,61.98739212554042,0,0,ok,0.2065623644174633,0.3902439024390244,2.9007173415929675,61.98740513177968
9jno,protenix-v2,10,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9jno/structures/9jno_model_10.cif,A_B,0.16974602766566382,0.32727272727272727,5.862429639275252,22.96157800055493,0,0,ok,0.16974603563849075,0.32727272727272727,5.862430352877433,22.961573889152543
9l1l,protenix-v2,27,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9l1l/structures/9l1l_model_27.cif,A_C,0.027870577832874808,0.0,7.405307137627798,39.52709854931998,0,0,ok,0.027870570546834922,0.0,7.405306729892991,39.527110725444096
9l9y,protenix-v2,0,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9l9y/structures/9l9y.cif,C_F,0.08480365524163518,0.09090909090909091,5.4561613039557315,26.50836307417008,0,0,ok,0.08480365414602827,0.09090909090909091,5.45616115141214,26.50836416220403
9lbw,protenix-v2,7,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9lbw/structures/9lbw_model_7.cif,A_D,0.018208259196336344,0.0,7.67324418684245,63.10963456375454,0,0,ok,0.018208259233721897,0.0,7.6732442095497815,63.109633983160734
9ldx,protenix-v2,9,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ldx/structures/9ldx_model_9.cif,A_E,0.569540884143154,0.9411764705882353,0.8801341813425385,54.72688144843556,0,0,ok,0.5695408744916527,0.9411764705882353,0.8801343524510409,54.72682776544691
9lme,protenix-v2,2,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9lme/structures/9lme_model_2.cif,A_D,0.009390023608831713,0.0,16.723157716411553,59.21525801275457,0,0,ok,0.009390021666847043,0.0,16.72315714218864,59.215267546551
9lof,protenix-v2,24,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9lof/structures/9lof_model_24.cif,A_B,0.004480828008824815,0.0,18.219516886703182,103.41786058977293,0,0,ok,0.004480830507431549,0.0,18.219514858903956,103.4178139834819
9ly6,protenix-v2,35,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9ly6/structures/9ly6_model_35.cif,A_B,0.005959691170751863,0.0,14.121411482264104,103.32557283822537,0,0,ok,0.005959687347786035,0.0,14.12141148160154,103.32566158965106
9lz0,protenix-v2,28,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9lz0/structures/9lz0_model_28.cif,A_B,0.7818799043498758,1.0,1.870461592834269,1.8613317723211102,0,0,ok,0.7818800369541505,1.0,1.870461568937287,1.8613234230119546
9lz1,protenix-v2,19,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9lz1/structures/9lz1_model_19.cif,A_E,0.6664363720493677,0.8181818181818182,3.0163323794105446,1.1225118690990157,0,0,ok,0.6664367256152812,0.8181818181818182,3.01633250532087,1.1224760897512918
9m1p,protenix-v2,12,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9m1p/structures/9m1p_model_12.cif,D_E,0.012477801457106254,0.0,17.90027057830748,47.955058126991055,0,0,ok,0.012477809829920868,0.0,17.900271810387274,47.95503695933481
9m8l,protenix-v2,12,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9m8l/structures/9m8l_model_12.cif,B_D,0.011451647537429485,0.0,12.429200620964,59.50075215494599,0,0,ok,0.011451634060321072,0.0,12.429198019482135,59.50082251696595
9mns,protenix-v2,23,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9mns/structures/9mns_model_23.cif,B_E,0.06113414041822927,0.0,4.896151030493024,25.84636902090778,0,0,ok,0.06113415226152519,0.0,4.89615105910976,25.846363672924845
9mz6,protenix-v2,49,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9mz6/structures/9mz6_model_49.cif,A_C,0.6587179270188291,0.7857142857142857,1.3153678470231143,6.582102383263915,0,0,ok,0.6587176621548066,0.7857142857142857,1.315367817004723,6.582113699973193
9mz8,protenix-v2,9,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9mz8/structures/9mz8_model_9.cif,A_C,0.9290078194035233,0.9565217391304348,0.6253386493968134,1.257945411878494,0,0,ok,0.9290077854848082,0.9565217391304348,0.625338653172541,1.2579484177774323
9mzf,protenix-v2,39,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9mzf/structures/9mzf_model_39.cif,C_F,0.02108354907956313,0.01818181818181818,14.452292793314687,45.02610057936326,0,0,ok,0.021083535725772973,0.01818181818181818,14.452293676771227,45.02612684951765
9n05,protenix-v2,30,/home/ttuser/abag_xm/tier_a/protenix_v2/protenix_results_9n05/structures/9n05_model_30.cif,A_D,0.025361018221105466,0.03773584905660377,16.11999599876709,48.53116589481806,0,0,ok,0.025361019893412773,0.03773584905660377,16.119994448223814,48.531163054847156
