[release-gate] granted card(s) [3]
[release-gate] scoring tt_bio from /home/ttuser/.coworker/wt/land-standing/tt_bio (commit a6c39ac87)

======================================================================
[openfold3] folding prot.yaml (200 steps, 5 samples)
======================================================================
08:34:45  [tt-quietbox2:tt3] loading model…
08:34:51  [tt-quietbox2:tt3] prot
08:35:08  [tt-quietbox2:tt3]   diffusion 111/1000
08:35:08  [tt-quietbox2:tt3]   diffusion 112/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 113/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 114/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 115/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 116/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 117/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 118/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 119/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 120/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 121/1000
08:35:09  [tt-quietbox2:tt3]   diffusion 122/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 123/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 124/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 125/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 126/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 127/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 128/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 129/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 130/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 131/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 132/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 133/1000
08:35:10  [tt-quietbox2:tt3]   diffusion 134/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 135/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 136/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 137/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 138/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 139/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 140/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 141/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 142/1000
08:35:11  [tt-quietbox2:tt3]   diffusion 143/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 144/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 145/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 146/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 147/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 148/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 149/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 150/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 151/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 152/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 153/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 154/1000
08:35:12  [tt-quietbox2:tt3]   diffusion 155/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 156/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 157/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 158/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 159/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 160/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 161/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 162/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 163/1000
08:35:13  [tt-quietbox2:tt3]   diffusion 164/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 165/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 166/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 167/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 168/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 169/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 170/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 171/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 172/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 173/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 174/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 175/1000
08:35:14  [tt-quietbox2:tt3]   diffusion 176/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 177/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 178/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 179/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 180/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 181/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 182/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 183/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 184/1000
08:35:15  [tt-quietbox2:tt3]   diffusion 185/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 186/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 187/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 188/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 189/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 190/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 191/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 192/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 193/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 194/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 195/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 196/1000
08:35:16  [tt-quietbox2:tt3]   diffusion 197/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 198/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 199/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 200/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 201/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 202/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 203/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 204/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 205/1000
08:35:17  [tt-quietbox2:tt3]   diffusion 206/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 207/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 208/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 209/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 210/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 211/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 212/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 213/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 214/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 215/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 216/1000
08:35:18  [tt-quietbox2:tt3]   diffusion 217/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 218/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 219/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 220/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 221/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 222/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 223/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 224/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 225/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 226/1000
08:35:19  [tt-quietbox2:tt3]   diffusion 227/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 228/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 229/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 230/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 231/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 232/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 233/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 234/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 235/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 236/1000
08:35:20  [tt-quietbox2:tt3]   diffusion 237/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 238/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 239/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 240/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 241/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 242/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 243/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 244/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 245/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 246/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 247/1000
08:35:21  [tt-quietbox2:tt3]   diffusion 248/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 249/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 250/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 251/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 252/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 253/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 254/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 255/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 256/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 257/1000
08:35:22  [tt-quietbox2:tt3]   diffusion 258/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 259/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 260/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 261/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 262/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 263/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 264/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 265/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 266/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 267/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 268/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 269/1000
08:35:23  [tt-quietbox2:tt3]   diffusion 270/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 271/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 272/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 273/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 274/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 275/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 276/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 277/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 278/1000
08:35:24  [tt-quietbox2:tt3]   diffusion 279/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 280/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 281/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 282/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 283/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 284/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 285/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 286/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 287/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 288/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 289/1000
08:35:25  [tt-quietbox2:tt3]   diffusion 290/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 291/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 292/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 293/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 294/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 295/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 296/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 297/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 298/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 299/1000
08:35:26  [tt-quietbox2:tt3]   diffusion 300/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 301/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 302/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 303/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 304/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 305/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 306/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 307/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 308/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 309/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 310/1000
08:35:27  [tt-quietbox2:tt3]   diffusion 311/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 312/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 313/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 314/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 315/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 316/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 317/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 318/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 319/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 320/1000
08:35:28  [tt-quietbox2:tt3]   diffusion 321/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 322/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 323/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 324/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 325/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 326/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 327/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 328/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 329/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 330/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 331/1000
08:35:29  [tt-quietbox2:tt3]   diffusion 332/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 333/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 334/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 335/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 336/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 337/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 338/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 339/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 340/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 341/1000
08:35:30  [tt-quietbox2:tt3]   diffusion 342/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 343/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 344/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 345/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 346/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 347/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 348/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 349/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 350/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 351/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 352/1000
08:35:31  [tt-quietbox2:tt3]   diffusion 353/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 354/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 355/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 356/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 357/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 358/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 359/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 360/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 361/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 362/1000
08:35:32  [tt-quietbox2:tt3]   diffusion 363/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 364/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 365/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 366/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 367/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 368/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 369/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 370/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 371/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 372/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 373/1000
08:35:33  [tt-quietbox2:tt3]   diffusion 374/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 375/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 376/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 377/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 378/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 379/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 380/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 381/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 382/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 383/1000
08:35:34  [tt-quietbox2:tt3]   diffusion 384/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 385/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 386/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 387/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 388/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 389/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 390/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 391/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 392/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 393/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 394/1000
08:35:35  [tt-quietbox2:tt3]   diffusion 395/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 396/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 397/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 398/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 399/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 400/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 401/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 402/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 403/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 404/1000
08:35:36  [tt-quietbox2:tt3]   diffusion 405/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 406/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 407/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 408/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 409/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 410/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 411/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 412/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 413/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 414/1000
08:35:37  [tt-quietbox2:tt3]   diffusion 415/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 416/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 417/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 418/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 419/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 420/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 421/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 422/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 423/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 424/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 425/1000
08:35:38  [tt-quietbox2:tt3]   diffusion 426/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 427/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 428/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 429/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 430/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 431/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 432/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 433/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 434/1000
08:35:39  [tt-quietbox2:tt3]   diffusion 435/1000
